,OVERALL,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att.Position,Interceptions,Vision,Composure,Crossing,short_pass,long_pass,acceleration,stamina,strength,balance,sprint_speed,agility,jumping,heading,shot_power,finishing,long_shots,curve,fk_acc,penalties,volleys,gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes
2346,74,78,76,29,50,54,59,68,69,58,78,71,69,76,69,63,68,69,67,69,82,68,52,69,68,73,69,64,70,66,6,11,11,8,13
2347,74,23,15,18,14,19,38,71,12,25,32,59,12,21,32,46,38,63,48,44,53,69,15,51,16,20,12,17,44,12,72,77,70,68,77
2348,74,22,11,19,12,18,31,68,15,19,43,32,15,35,26,40,23,75,46,41,34,68,11,52,12,20,15,12,23,14,77,76,71,69,73
2349,74,75,74,45,59,68,52,70,72,66,74,69,69,78,76,77,67,68,74,75,74,72,53,67,67,76,67,54,62,59,12,9,13,13,16
2350,74,76,77,30,15,39,81,71,74,29,69,71,65,72,62,64,63,78,53,67,66,72,75,80,76,67,72,68,67,70,13,6,12,7,14
2351,74,69,65,70,73,75,67,70,67,74,59,66,70,72,63,74,75,57,88,72,81,77,61,51,46,53,64,36,44,45,13,12,13,8,15
2352,74,67,62,77,73,74,77,70,28,73,50,73,29,68,62,60,71,87,29,63,53,44,74,68,29,50,49,40,39,41,6,9,5,14,7
2353,74,65,58,64,74,75,70,60,59,72,71,59,56,74,76,35,91,93,41,41,33,68,76,74,48,75,65,55,68,44,16,14,11,7,9
2354,74,67,63,74,74,76,88,78,58,76,65,78,50,73,66,61,70,79,92,62,73,79,68,65,31,59,35,45,58,58,6,14,7,9,6
2355,74,74,71,70,73,73,71,71,68,70,69,72,73,73,69,71,76,65,63,72,69,70,66,68,56,55,62,46,49,53,13,15,10,8,11
2356,74,20,11,12,19,9,30,69,12,12,55,64,11,24,15,41,32,52,41,43,45,63,13,49,12,16,17,17,19,13,72,78,71,65,76
2357,74,73,72,33,15,34,75,75,76,31,61,75,64,69,60,68,68,74,66,69,71,80,77,79,75,70,72,73,85,72,12,12,14,12,9
2358,74,75,72,56,46,64,63,72,72,64,76,77,68,77,74,68,88,74,74,69,67,64,48,71,71,73,73,66,76,60,11,11,16,12,14
2359,74,67,64,46,24,32,78,77,78,29,70,78,46,71,60,51,67,91,43,73,46,64,83,78,75,65,56,45,80,72,7,7,11,7,13
2360,74,78,76,71,67,71,73,70,58,74,70,68,66,75,74,60,79,77,75,65,69,71,68,73,58,71,70,72,68,64,7,9,13,6,12
2361,74,78,78,31,21,29,43,74,71,46,75,77,70,78,71,73,72,52,80,68,78,63,40,64,66,65,74,69,81,68,15,13,14,14,10
2362,74,74,71,73,74,75,66,72,63,70,64,67,82,74,66,69,72,73,73,64,67,71,60,79,43,59,85,85,61,54,13,15,6,15,16
2363,74,72,74,72,68,74,64,70,57,71,57,65,76,69,58,69,81,73,66,72,66,65,56,57,43,38,70,53,52,24,7,9,16,8,15
2364,74,74,78,41,34,27,54,71,72,35,72,75,71,69,70,79,69,43,79,77,84,76,52,73,70,71,74,69,67,69,11,9,15,12,7
2365,74,70,68,30,19,45,80,74,76,29,58,71,31,64,37,54,53,90,53,78,54,64,75,83,76,66,49,58,76,78,7,13,6,15,15
2366,74,75,68,71,72,73,65,68,72,72,67,66,73,74,68,76,72,65,68,75,70,63,69,65,66,59,68,65,66,63,13,9,6,16,9
2367,74,72,67,71,73,73,74,70,65,72,65,64,69,70,64,82,76,63,72,76,74,72,66,53,55,51,71,62,59,43,8,16,16,14,15
2368,74,78,77,66,54,58,81,74,73,57,76,78,63,74,72,79,84,71,71,67,82,79,42,76,66,75,72,66,69,68,15,6,14,15,13
2369,74,75,74,75,75,74,71,71,72,73,67,68,74,72,73,73,60,65,74,72,70,68,72,73,57,69,78,80,67,58,10,6,8,7,15
2370,74,74,73,77,79,76,67,73,57,72,49,73,74,70,61,65,80,62,77,61,73,63,44,56,35,30,67,39,49,35,9,12,12,15,10
2371,74,72,80,40,42,50,66,64,64,43,62,70,70,69,67,87,79,56,76,90,90,65,50,72,68,69,69,52,59,59,15,12,9,16,16
2372,74,75,82,29,21,23,77,70,75,24,70,75,70,67,70,86,62,64,84,82,92,67,55,73,71,73,75,56,59,72,7,7,9,16,12
2373,74,54,52,68,69,75,82,69,50,69,48,65,24,70,62,72,61,85,63,81,70,92,77,58,30,29,40,45,47,44,7,9,16,13,8
2374,74,52,46,70,76,77,88,62,39,71,47,61,53,58,56,55,56,88,59,63,60,84,76,67,27,48,47,48,48,44,10,10,13,6,14
2375,74,68,62,77,75,76,75,78,52,79,57,79,63,72,70,61,66,72,68,48,66,83,68,48,35,44,43,40,51,37,6,11,6,7,13
2376,74,24,21,27,14,15,32,68,16,23,66,64,13,39,41,35,36,77,43,37,57,58,13,53,12,13,10,19,17,12,75,76,68,70,78
2377,74,72,70,74,73,75,79,71,65,75,70,66,65,73,70,55,72,79,62,66,65,75,77,70,60,60,64,37,66,58,10,10,12,6,10
2378,74,72,62,71,72,78,82,73,72,80,76,71,52,79,76,51,72,70,63,46,59,71,56,81,58,73,55,57,64,26,9,11,8,13,15
2379,74,74,73,69,68,72,72,74,73,74,73,72,74,71,72,74,76,75,67,72,73,65,68,77,72,76,75,66,62,57,14,15,15,7,9
2380,74,65,55,74,75,75,75,71,62,75,62,65,74,74,71,69,79,80,52,69,66,81,72,47,26,43,59,34,49,30,16,14,6,10,7
2381,74,75,72,56,52,71,71,75,74,66,77,67,74,76,75,61,68,61,75,64,69,61,48,74,64,75,59,62,72,68,12,15,11,9,13
2382,74,75,70,71,73,74,81,73,68,73,68,73,72,75,67,74,63,62,82,76,76,75,59,72,45,58,57,60,60,59,15,12,10,11,6
2383,74,81,78,62,65,62,79,72,75,57,80,78,73,81,79,68,46,52,82,56,76,66,58,74,61,70,77,71,65,64,9,6,15,15,11
2384,74,76,73,70,51,58,82,75,70,71,73,75,71,76,74,66,90,68,74,61,73,73,61,75,38,76,54,60,72,54,6,7,16,14,16
2385,74,80,78,52,47,53,29,72,75,57,73,79,65,78,73,64,56,35,76,56,78,60,48,54,68,58,74,68,70,72,9,11,9,8,13
2386,74,27,12,17,13,17,27,74,9,14,61,60,20,44,46,46,34,65,46,44,47,70,11,51,16,12,13,12,37,18,71,76,69,68,76
2387,74,22,13,12,15,14,25,64,17,24,31,58,14,20,31,44,38,64,53,50,66,60,12,53,11,15,12,14,14,15,76,74,72,70,76
2388,74,74,72,75,72,76,80,70,63,76,71,74,68,76,75,61,60,62,67,54,68,65,63,67,55,64,64,64,60,61,10,12,11,8,13
2389,74,64,60,74,73,72,75,68,46,74,47,65,55,71,62,66,60,82,49,74,53,77,76,70,30,60,59,38,39,32,10,6,15,12,6
2390,74,79,71,67,73,73,68,71,67,69,63,68,72,73,67,70,74,70,69,78,73,74,69,79,57,80,64,60,59,53,10,13,9,13,14
2391,74,68,67,73,72,72,77,70,64,74,57,65,69,70,69,59,70,84,61,62,60,79,75,59,48,58,62,50,40,46,15,8,13,14,8
2392,74,73,67,70,69,72,80,69,56,73,72,75,64,74,71,61,83,72,73,70,67,81,56,74,49,69,71,63,69,71,8,9,9,13,11
2393,74,74,72,67,66,69,84,74,71,71,75,75,70,72,71,74,87,76,67,72,67,73,68,74,64,64,74,61,62,67,10,9,13,9,9
2394,74,74,72,70,68,72,82,71,69,75,73,74,67,76,72,54,73,71,61,61,61,62,67,73,63,73,67,68,60,67,13,15,13,11,13
2395,74,75,76,76,77,78,81,76,77,76,74,72,74,76,73,72,65,70,83,68,81,76,68,80,55,76,72,68,64,76,4,5,4,3,5
2396,74,66,58,74,72,73,75,69,46,76,62,64,71,71,71,66,90,81,63,72,58,76,73,39,34,28,31,38,35,29,8,9,14,16,10
2397,74,71,65,72,70,77,79,71,61,79,73,73,62,74,72,47,64,79,57,57,56,71,72,83,40,77,65,58,58,56,5,5,6,6,5
2398,74,63,57,74,69,75,77,67,36,75,47,59,59,72,69,54,79,82,59,66,67,84,75,75,46,59,67,37,46,47,15,15,8,14,10
2399,74,76,77,67,67,69,82,74,74,68,73,73,78,75,72,65,75,60,81,63,67,70,39,76,70,77,78,71,72,75,14,15,8,11,13
2400,74,69,64,77,77,76,74,74,64,78,66,72,73,70,69,53,69,71,60,55,62,65,74,64,46,59,43,34,40,33,10,8,7,7,11
2401,74,70,72,74,68,73,74,71,66,73,69,67,75,75,65,78,74,60,79,76,76,74,47,75,66,71,77,76,67,65,16,14,6,13,12
2402,74,14,13,19,11,15,35,73,13,19,45,57,24,31,35,35,34,70,47,43,40,65,10,55,14,11,25,15,25,19,71,74,72,73,74
2403,74,74,72,60,64,60,86,69,76,58,76,80,68,68,66,67,70,86,52,73,60,75,77,82,72,72,73,59,75,72,15,8,15,6,15
2404,74,76,64,28,18,25,60,75,76,29,68,70,58,66,51,54,57,87,43,57,61,80,84,81,74,70,61,64,71,75,8,14,5,12,5
2405,74,67,58,76,75,77,71,76,42,73,39,72,66,68,64,49,54,77,49,51,53,70,78,61,38,38,60,35,58,39,7,7,11,8,8
2406,74,67,59,76,75,77,73,72,51,75,59,68,68,65,74,63,71,73,66,68,64,78,70,78,38,73,61,52,35,28,6,15,14,15,15
2407,74,26,12,20,18,15,31,71,17,23,47,57,15,38,37,45,32,78,40,48,65,72,19,56,14,11,14,14,19,13,71,75,68,74,77
2408,74,69,63,67,69,70,84,73,70,72,67,70,60,75,73,61,80,84,57,67,68,82,83,64,55,62,40,47,52,43,14,16,11,14,15
2409,74,20,20,15,16,18,28,69,13,20,46,54,23,34,36,45,43,66,40,43,48,66,15,54,14,15,24,15,25,12,75,74,72,72,71
2410,74,76,66,38,25,30,83,77,76,31,74,78,56,69,61,50,66,91,67,52,60,83,81,86,73,73,68,51,82,76,12,10,11,16,15
2411,74,61,50,77,72,72,79,67,32,72,58,78,40,60,63,60,62,77,58,52,56,90,83,65,50,49,48,35,51,51,9,15,12,13,6
2412,74,75,69,72,75,77,89,71,62,68,63,72,77,77,69,62,68,70,62,67,63,73,74,82,57,72,76,69,57,50,14,15,13,13,16
2413,74,74,67,73,72,76,79,68,67,72,64,74,59,76,72,67,80,68,75,55,67,82,68,71,53,64,58,48,50,48,16,8,11,15,15
2414,74,50,46,79,74,77,75,67,19,77,34,76,11,50,54,53,55,89,54,55,53,80,72,61,20,37,23,39,46,20,11,6,5,5,7
2415,74,67,58,75,76,80,68,65,32,79,56,69,45,67,65,31,51,74,31,33,39,66,77,59,22,31,30,34,34,24,12,12,15,11,15
2416,74,61,56,74,74,79,75,71,53,74,41,76,39,71,68,49,68,83,34,46,34,54,80,64,53,41,39,52,51,62,8,12,12,12,7
2417,74,18,11,23,11,15,41,68,6,17,36,33,11,25,12,53,34,74,58,47,41,69,16,47,11,13,15,13,37,11,78,72,70,63,75
2418,74,80,81,39,22,23,35,66,70,25,78,74,72,75,66,73,63,32,90,67,84,67,42,64,65,68,82,74,58,74,16,13,9,14,11
2419,74,72,65,73,66,72,74,71,70,74,73,71,61,74,71,62,80,68,62,34,68,70,65,61,58,62,79,69,51,51,14,10,15,8,10
2420,74,71,70,74,73,75,84,71,64,73,64,67,74,71,64,64,74,77,62,67,62,74,72,50,32,36,70,56,59,34,12,16,15,8,10
2421,74,78,78,35,32,39,53,73,70,23,69,70,72,69,63,78,63,76,77,77,75,73,63,75,68,73,70,68,67,80,15,16,16,14,6
2422,74,62,51,74,73,74,83,73,51,72,54,75,66,66,70,43,58,81,47,47,54,74,76,72,56,62,69,48,58,48,11,15,9,13,13
2423,74,77,76,70,69,70,69,73,71,72,71,78,64,68,69,76,84,68,69,77,66,74,61,80,66,74,68,74,74,66,12,7,16,6,11
2424,74,58,62,73,73,76,79,73,48,74,59,69,59,68,64,38,67,82,64,53,60,69,76,59,40,46,56,36,50,29,12,11,15,10,11
2425,74,70,64,69,72,73,82,74,50,73,64,72,49,75,70,39,85,80,59,34,47,74,65,66,34,47,55,33,45,45,16,15,12,11,6
2426,74,33,20,11,12,13,44,70,13,22,48,54,19,27,19,26,29,80,42,35,44,69,13,48,13,12,10,19,22,19,74,75,71,64,78
2427,74,78,82,38,28,32,66,69,65,32,66,68,66,70,62,87,68,64,79,86,88,67,50,74,63,70,75,40,62,69,15,11,13,6,8
2428,74,69,51,74,75,77,67,74,42,75,55,78,60,74,69,48,67,76,48,60,60,73,74,62,47,47,51,40,54,44,12,10,15,17,11
2429,74,74,70,64,71,73,74,75,64,76,71,74,64,75,74,39,72,82,47,50,57,57,68,79,66,68,66,70,59,43,12,9,13,16,11
2430,74,78,75,75,68,68,60,70,67,76,80,83,79,80,80,31,63,66,72,35,67,72,64,82,60,75,82,80,49,80,12,13,10,13,11
2431,74,23,8,13,13,18,21,66,14,22,58,55,11,29,41,40,29,68,51,41,48,41,14,58,12,10,12,11,17,10,74,76,74,77,71
2432,74,74,73,48,21,30,45,75,75,44,70,77,68,69,66,66,74,73,64,74,69,78,76,78,75,76,69,39,78,76,14,12,12,16,9
2433,74,73,71,70,70,73,65,70,70,72,64,75,75,70,68,72,86,68,79,69,80,60,57,74,53,72,73,70,50,70,5,8,11,7,10
2434,74,68,56,76,68,73,89,75,59,76,67,70,52,69,65,33,79,70,71,35,58,72,66,54,43,44,53,45,47,37,15,10,16,15,12
2435,74,76,76,21,20,19,76,71,74,37,72,70,68,73,66,75,73,58,84,75,79,92,73,71,73,71,63,68,71,65,15,11,7,15,11
2436,74,60,46,81,75,80,76,70,25,83,42,75,30,60,66,45,33,67,60,42,45,74,71,68,24,48,34,30,48,22,5,11,8,11,6
2437,74,73,68,36,27,40,65,75,77,46,68,73,60,66,58,76,69,74,67,73,71,85,74,75,76,66,64,56,74,67,7,6,16,7,11
2438,74,72,61,21,31,33,78,80,84,25,72,76,44,69,63,34,76,90,73,48,40,76,86,78,75,65,56,40,79,79,13,15,12,14,9
2439,74,77,74,80,72,74,71,67,73,75,71,82,74,74,70,68,62,67,75,68,70,70,59,74,49,75,77,67,59,53,15,13,15,10,14
2440,74,73,70,68,73,76,77,69,64,75,65,79,58,74,75,60,76,74,69,58,68,67,60,72,49,62,67,48,66,61,14,12,16,11,8
2441,74,77,66,34,15,25,71,75,82,25,70,79,44,73,49,29,34,86,30,32,32,52,90,79,78,64,57,40,70,81,4,2,2,3,2
2442,74,23,8,27,9,9,31,64,16,22,55,61,11,14,18,40,28,60,51,37,45,69,12,53,7,8,69,74,22,14,75,71,73,71,76
2443,74,73,79,34,46,42,53,69,74,45,70,70,65,69,62,86,80,62,81,85,83,57,67,77,71,66,67,62,69,64,10,16,6,6,7
2444,74,75,72,73,71,72,79,77,60,78,70,77,65,73,70,58,74,62,76,51,70,71,52,56,50,52,67,61,55,49,6,7,13,11,7
2445,74,20,23,16,13,14,36,70,14,25,42,58,14,34,35,46,28,61,32,53,50,69,10,50,14,19,17,13,30,19,74,68,75,66,75
2446,74,75,76,30,30,35,71,69,77,36,75,79,74,80,74,60,60,77,66,68,63,72,66,90,74,75,78,75,83,84,9,10,9,16,9
2447,74,13,14,20,16,13,45,72,16,26,59,60,11,36,23,28,38,67,45,34,50,68,16,51,11,13,11,15,11,13,73,76,69,68,77
2448,74,15,14,22,13,11,38,72,11,25,49,49,14,31,39,55,32,69,48,46,46,70,20,51,20,9,16,12,9,12,74,73,71,68,75
2449,74,78,78,44,40,42,65,79,79,45,79,80,76,70,65,57,46,58,82,56,75,70,55,70,71,72,77,71,85,69,8,8,6,16,13
2450,74,20,15,15,12,13,33,67,14,18,49,58,12,31,32,44,41,60,55,46,57,75,12,55,14,20,11,28,25,11,74,73,72,73,75
2451,74,76,66,76,75,76,74,75,64,76,67,73,82,77,75,43,54,71,59,52,60,73,73,81,57,73,82,77,68,72,16,14,12,15,13
2452,74,30,12,14,12,11,30,69,7,19,47,57,12,33,48,38,32,69,55,41,39,70,22,53,11,14,23,11,16,13,76,74,72,71,74
2453,74,70,67,76,74,74,75,67,65,72,57,69,69,71,67,72,83,69,73,73,67,68,61,72,42,67,74,49,40,42,16,7,10,10,6
2454,74,31,12,9,14,15,41,69,12,26,40,59,18,39,37,30,27,77,27,36,30,55,14,56,11,11,13,13,23,11,75,73,73,75,74
2455,73,70,71,38,40,38,65,73,77,35,60,70,63,65,55,85,86,70,61,89,70,78,76,71,76,71,61,51,61,70,7,9,8,8,12
2456,73,29,18,5,10,10,19,51,6,8,40,28,13,37,30,51,25,63,23,50,36,38,10,56,5,6,10,10,14,8,74,74,75,75,73
2457,73,38,28,26,22,21,45,65,11,19,40,56,20,45,39,39,30,72,64,47,54,84,15,58,18,20,36,25,34,12,75,74,70,77,72
2458,73,72,74,28,38,35,75,66,74,29,63,69,67,69,63,87,70,57,77,86,72,70,68,66,75,68,71,63,67,72,6,15,10,12,10
2459,73,71,70,69,70,71,67,68,66,70,60,64,73,72,66,75,72,60,77,75,74,69,56,63,50,51,66,53,54,54,6,6,6,6,8
2460,73,71,72,22,19,20,29,60,79,16,59,67,32,72,59,73,68,73,62,71,63,64,75,75,78,71,67,40,69,69,14,13,11,6,7
2461,73,76,78,54,44,46,61,74,70,53,66,73,65,69,61,80,75,60,67,76,84,65,42,62,75,65,60,58,58,65,14,10,13,10,9
2462,73,76,78,70,67,63,74,76,66,68,75,76,70,76,73,87,87,57,85,87,88,84,65,55,58,58,75,67,62,59,13,11,6,8,5
2463,73,69,53,69,64,70,52,65,59,67,60,55,70,67,55,77,90,59,89,83,74,66,67,50,50,42,41,35,40,35,10,6,12,9,6
2464,73,73,85,42,51,43,65,61,67,66,65,71,80,68,68,84,68,59,79,80,77,56,49,75,62,73,78,74,61,62,9,7,14,9,14
2465,73,62,38,70,72,77,74,64,26,68,48,57,21,70,62,72,66,81,58,79,52,74,78,41,35,35,27,45,33,38,11,11,14,9,8
2466,73,77,76,71,71,72,69,70,68,70,74,72,62,76,68,76,75,69,75,74,78,69,71,65,66,61,70,58,51,50,13,7,6,7,8
2467,73,77,75,63,59,67,66,75,68,68,73,76,59,74,72,69,73,70,70,73,69,50,46,73,63,65,69,58,59,57,12,13,10,12,13
2468,73,75,75,43,45,45,54,64,72,31,77,67,69,72,72,71,65,60,82,70,79,50,40,80,71,80,68,74,70,55,7,12,8,14,14
2469,73,74,79,54,49,59,70,69,65,59,72,75,65,74,73,85,78,69,94,77,80,60,51,77,67,75,63,70,72,68,10,6,11,13,14
2470,73,77,81,45,55,57,67,73,71,49,69,81,64,70,61,83,67,43,84,75,89,64,57,70,65,71,76,49,49,59,10,8,7,12,7
2471,73,70,71,68,68,68,63,68,66,70,59,70,71,69,58,84,81,66,77,84,75,64,63,51,48,49,65,45,53,41,8,8,12,10,6
2472,73,68,66,69,72,73,91,71,60,71,61,70,51,70,67,63,79,82,61,65,60,61,75,58,53,63,55,51,50,51,14,9,5,6,6
2473,73,75,74,46,56,53,48,70,70,32,68,74,67,75,71,76,64,60,73,77,75,57,44,72,65,68,70,54,64,62,14,7,9,14,9
2474,73,72,64,28,24,23,69,67,74,26,52,74,35,69,53,81,66,91,84,85,59,88,69,72,75,63,49,39,66,58,8,10,11,15,13
2475,73,76,73,74,69,74,78,69,58,72,45,77,55,71,62,79,73,77,74,83,73,82,62,55,35,34,44,31,42,32,14,6,6,8,14
2476,73,71,58,70,75,76,87,74,52,70,65,71,64,72,67,68,78,69,78,64,72,91,59,72,34,55,50,52,46,47,8,12,12,11,12
2477,73,68,38,73,71,72,73,72,38,70,48,50,68,72,62,68,68,78,56,72,52,74,73,77,37,61,58,66,43,42,8,12,10,7,15
2478,73,71,73,68,74,73,83,71,56,67,57,75,56,72,71,80,78,85,60,87,65,80,70,76,42,57,57,59,61,54,9,5,8,6,11
2479,73,75,76,66,64,69,74,74,67,64,73,75,59,78,76,69,74,73,72,67,67,58,61,77,52,74,64,45,47,53,13,12,7,14,11
2480,73,68,66,69,70,73,69,67,60,76,72,71,59,73,71,76,78,66,84,71,80,68,49,69,57,63,69,59,53,55,13,14,14,9,12
2481,73,77,69,67,64,74,74,73,65,69,68,67,59,76,74,75,83,70,76,74,70,67,45,78,58,78,71,73,65,51,14,5,13,10,7
2482,73,73,68,67,66,74,55,73,68,75,72,73,62,76,73,72,74,73,69,68,71,70,68,72,54,69,65,49,49,44,8,13,15,9,7
2483,73,75,75,69,73,69,75,72,62,75,59,63,71,75,64,81,68,53,86,75,84,64,41,51,49,32,63,40,38,39,7,6,13,7,5
2484,73,75,72,70,70,71,71,76,56,69,64,78,50,72,69,68,88,63,75,65,76,70,54,70,54,60,58,63,42,56,7,6,7,10,13
2485,73,74,72,45,47,54,43,66,68,44,79,69,69,78,76,76,69,62,72,70,82,57,48,72,58,67,70,58,60,57,11,11,15,14,9
2486,73,76,76,67,52,54,30,74,75,64,74,75,64,74,77,85,71,45,72,83,90,53,43,65,65,68,40,39,47,53,11,13,11,14,14
2487,73,74,75,70,70,73,59,69,64,70,69,73,61,75,71,72,77,76,61,71,70,72,74,69,57,60,65,46,49,44,11,7,9,14,9
2488,73,70,76,66,71,73,70,66,67,67,63,57,68,67,69,83,78,64,72,80,77,57,58,59,48,49,65,40,42,41,14,5,6,14,13
2489,73,71,68,72,73,73,73,74,58,74,62,73,68,71,72,76,79,75,53,78,68,63,76,70,43,66,60,69,69,42,7,14,12,6,14
2490,73,73,71,71,75,77,85,73,65,71,75,77,67,79,73,71,79,69,73,73,75,61,51,69,53,61,71,67,61,57,8,8,6,7,10
2491,73,66,62,74,71,73,72,69,61,71,61,72,62,66,60,69,75,75,70,77,71,92,80,68,49,47,33,32,55,45,12,15,11,13,6
2492,73,70,71,69,73,77,79,71,71,69,73,73,69,71,67,69,77,71,72,73,73,69,63,63,38,52,49,36,47,49,7,10,14,12,15
2493,73,74,81,41,52,43,43,65,67,30,67,66,66,71,70,82,67,56,66,81,72,58,52,68,65,64,63,64,57,51,12,14,7,6,11
2494,73,76,81,32,14,12,35,67,69,17,64,74,70,66,53,85,65,51,84,78,84,80,60,67,68,62,60,26,59,60,5,13,11,11,13
2495,73,77,78,29,39,35,47,62,66,27,55,70,65,68,54,92,72,56,89,87,90,69,49,80,67,73,58,48,52,59,13,10,13,7,11
2496,73,75,72,67,69,71,63,73,67,65,72,74,73,77,74,65,76,58,78,62,77,66,45,74,63,67,73,60,63,63,8,5,12,7,9
2497,73,72,73,25,28,31,58,66,71,23,70,72,68,69,62,86,68,57,73,87,74,79,48,81,75,73,70,72,52,71,5,10,12,10,13
2498,73,75,75,69,70,72,78,74,71,72,75,83,65,72,71,69,80,83,75,69,68,76,70,64,61,63,61,56,61,65,10,8,11,13,14
2499,73,66,58,67,75,79,80,62,43,75,59,53,43,73,66,66,80,76,62,66,49,59,64,56,46,52,46,48,52,42,14,10,9,10,6
2500,73,72,63,69,69,71,62,67,63,68,65,55,76,72,58,78,74,60,67,74,73,64,66,60,38,48,66,49,37,30,12,11,9,12,6
2501,73,74,73,71,73,74,65,72,64,74,69,72,68,76,72,76,78,68,78,75,78,45,66,81,63,74,78,70,67,70,9,10,8,6,11
2502,73,74,75,69,69,74,70,73,71,72,53,76,70,66,52,78,72,71,59,79,74,66,57,56,42,46,67,37,48,38,9,15,8,13,9
2503,73,57,46,74,74,75,80,66,25,70,34,62,29,66,56,60,64,75,59,66,48,77,80,42,38,40,22,21,37,28,13,7,15,7,9
2504,73,58,46,72,73,75,78,71,31,71,38,62,37,60,50,55,73,88,32,66,34,64,71,45,21,25,27,30,39,27,9,12,6,14,5
2505,73,71,59,71,73,73,77,71,44,69,53,74,42,75,65,67,71,79,59,71,61,81,75,56,32,35,45,35,48,33,7,13,14,12,8
2506,73,73,74,36,51,55,57,73,73,24,76,71,70,76,73,69,67,64,72,69,70,50,60,67,68,65,66,69,62,52,10,10,9,12,8
2507,73,76,74,58,60,61,64,73,70,57,74,72,69,76,73,75,75,60,77,66,76,70,59,71,67,74,68,65,70,63,6,13,8,10,12
2508,73,73,68,26,14,15,55,68,74,16,66,76,35,66,45,59,75,91,43,69,63,83,75,73,77,66,41,35,71,70,12,14,13,12,14
2509,73,72,74,68,68,72,71,67,70,69,63,71,72,68,65,79,72,65,73,79,76,67,55,61,41,51,56,38,34,34,7,15,10,11,6
2510,73,72,75,54,58,61,54,69,72,40,75,64,65,73,72,77,65,46,77,71,79,53,47,76,68,77,80,81,67,70,14,9,13,12,12
2511,73,75,74,50,34,29,46,62,64,21,65,62,72,72,67,85,69,60,67,83,82,57,46,67,72,59,55,63,59,50,7,15,14,6,11
2512,73,73,68,22,18,17,60,70,77,20,65,74,43,65,45,64,58,82,58,54,53,67,79,77,79,70,50,43,73,62,12,10,14,10,10
2513,73,54,58,66,73,73,75,67,63,70,52,60,62,64,55,75,89,80,44,80,56,76,77,71,48,66,63,69,63,32,14,8,11,8,7
2514,73,74,68,72,69,74,68,64,57,70,67,68,52,74,74,67,74,70,70,64,70,60,67,66,53,48,63,47,55,54,9,6,11,7,7
2515,73,66,62,71,74,71,74,67,52,74,42,66,47,67,60,67,69,81,66,74,64,84,72,62,45,52,55,37,54,42,14,5,9,13,8
2516,73,25,12,30,11,11,22,62,5,12,50,57,13,19,21,31,24,70,32,18,39,61,13,51,9,6,12,12,11,5,73,74,72,68,76
2517,73,73,74,68,72,74,65,67,58,69,55,58,73,69,56,73,65,38,76,74,71,57,62,43,40,41,64,42,40,36,14,15,11,8,12
2518,73,76,70,68,65,74,70,72,65,72,74,74,51,77,74,69,78,76,68,73,73,65,58,59,49,52,52,42,46,42,12,10,14,12,15
2519,73,75,76,59,59,66,53,69,71,67,74,75,69,72,69,74,71,60,69,72,70,65,61,74,71,76,77,79,53,59,14,14,13,13,15
2520,73,70,74,68,70,70,72,69,55,66,59,69,74,71,62,92,66,38,91,84,78,59,58,48,42,36,60,35,40,32,5,15,13,12,13
2521,73,73,72,38,15,17,62,66,75,15,41,70,41,66,31,67,62,73,57,72,55,84,73,78,75,69,56,35,74,76,11,12,6,6,12
2522,73,75,76,69,68,76,70,68,69,68,70,67,70,76,72,69,69,71,68,66,69,59,47,67,60,65,72,39,45,25,7,6,10,13,8
2523,73,72,72,69,65,68,68,72,68,67,64,67,66,66,59,85,85,69,81,86,85,79,56,70,62,56,69,46,44,58,13,14,12,13,10
2524,73,77,76,63,65,69,68,68,68,68,74,69,66,72,68,75,86,73,70,74,71,74,57,76,66,73,59,59,45,55,12,9,5,7,7
2525,73,81,76,58,68,71,70,66,63,76,68,78,68,78,73,63,78,63,68,68,78,70,61,68,53,63,71,68,41,58,13,14,7,6,9
2526,73,16,10,23,13,14,26,63,8,7,30,28,13,17,19,26,17,37,33,22,41,58,11,51,7,5,13,13,12,6,75,74,72,68,75
2527,73,74,75,38,35,39,48,70,74,40,72,70,62,69,63,85,59,64,71,87,85,69,67,70,73,69,64,41,60,68,15,7,9,12,14
2528,73,77,78,56,62,69,77,70,66,55,73,70,64,77,74,69,69,64,69,63,75,49,58,79,64,75,61,54,58,56,6,8,5,14,15
2529,73,74,75,39,14,17,48,67,72,45,48,70,62,66,54,81,69,75,78,82,77,66,65,78,75,68,59,40,66,60,8,9,10,8,13
2530,73,67,66,31,27,32,72,72,74,36,48,63,38,58,47,76,71,83,62,80,73,85,78,77,75,64,43,37,67,69,11,11,9,14,6
2531,73,70,72,70,74,72,82,70,64,74,68,72,66,68,60,72,78,72,74,74,74,67,61,47,37,51,35,40,40,39,8,12,7,9,8
2532,73,67,62,70,74,74,82,68,62,73,47,59,56,68,68,63,74,78,54,65,57,78,75,63,54,57,52,41,45,47,13,7,13,14,15
2533,73,70,69,21,27,29,67,70,77,22,60,70,63,64,54,81,69,68,56,83,72,73,70,71,77,62,55,48,54,65,7,8,15,12,8
2534,73,71,71,67,70,69,63,69,63,68,59,61,72,69,62,77,79,65,61,75,70,64,60,63,58,61,63,32,46,48,14,7,8,8,5
